State,County,Location,ANSI Code,State Initial
Missouri,Clinton,"Clinton County, Missouri",29049,MO
Missouri,Cole,"Cole County, Missouri",29051,MO
Missouri,Cooper,"Cooper County, Missouri",29053,MO
Missouri,Dade,"Dade County, Missouri",29057,MO
Missouri,Dunklin,"Dunklin County, Missouri",29069,MO
Missouri,Gasconade,"Gasconade County, Missouri",29073,MO
Missouri,Jefferson,"Jefferson County, Missouri",29099,MO
Missouri,Lafayette,"Lafayette County, Missouri",29107,MO
Missouri,Lawrence,"Lawrence County, Missouri",29109,MO
Missouri,Livingston,"Livingston County, Missouri",29117,MO
Missouri,Miller,"Miller County, Missouri",29131,MO
Missouri,Mississippi,"Mississippi County, Missouri",29133,MO
Missouri,Morgan,"Morgan County, Missouri",29141,MO
Missouri,New Madrid,"New Madrid County, Missouri",29143,MO
Missouri,Newton,"Newton County, Missouri",29145,MO
Missouri,Osage,"Osage County, Missouri",29151,MO
Missouri,Pemiscot,"Pemiscot County, Missouri",29155,MO
Missouri,Pettis,"Pettis County, Missouri",29159,MO
Missouri,Polk,"Polk County, Missouri",29167,MO
Missouri,Saline,"Saline County, Missouri",29195,MO
Missouri,St Charles,"St Charles County, Missouri",29183,MO
Missouri,Ste Genevieve,"Ste Genevieve County, Missouri",29186,MO
Missouri,Stoddard,"Stoddard County, Missouri",29207,MO
Montana,Cascade,"Cascade County, Montana",30013,MT
Montana,Chouteau,"Chouteau County, Montana",30015,MT
Montana,Fergus,"Fergus County, Montana",30027,MT
Montana,Hill,"Hill County, Montana",30041,MT
Montana,Judith Basin,"Judith Basin County, Montana",30045,MT
Montana,Liberty,"Liberty County, Montana",30051,MT
Montana,Pondera,"Pondera County, Montana",30073,MT
Montana,Stillwater,"Stillwater County, Montana",30095,MT
Montana,Teton,"Teton County, Montana",30099,MT
Nebraska,Adams,"Adams County, Nebraska",31001,NE
Nebraska,Boone,"Boone County, Nebraska",31011,NE
Nebraska,Box Butte,"Box Butte County, Nebraska",31013,NE
Nebraska,Buffalo,"Buffalo County, Nebraska",31019,NE
Nebraska,Burt,"Burt County, Nebraska",31021,NE
Nebraska,Butler,"Butler County, Nebraska",31023,NE
Nebraska,Cass,"Cass County, Nebraska",31025,NE
Nebraska,Cedar,"Cedar County, Nebraska",31027,NE
Nebraska,Chase,"Chase County, Nebraska",31029,NE
Nebraska,Clay,"Clay County, Nebraska",31035,NE
Nebraska,Colfax,"Colfax County, Nebraska",31037,NE
Nebraska,Cuming,"Cuming County, Nebraska",31039,NE
Nebraska,Custer,"Custer County, Nebraska",31041,NE
Nebraska,Dawson,"Dawson County, Nebraska",31047,NE
Nebraska,Dodge,"Dodge County, Nebraska",31053,NE
Nebraska,Douglas,"Douglas County, Nebraska",31055,NE
Nebraska,Dundy,"Dundy County, Nebraska",31057,NE
Nebraska,Fillmore,"Fillmore County, Nebraska",31059,NE
Nebraska,Franklin,"Franklin County, Nebraska",31061,NE
Nebraska,Furnas,"Furnas County, Nebraska",31065,NE
Nebraska,Gage,"Gage County, Nebraska",31067,NE
Nebraska,Garfield,"Garfield County, Nebraska",31071,NE
Nebraska,Greeley,"Greeley County, Nebraska",31077,NE
Nebraska,Hall,"Hall County, Nebraska",31079,NE
Nebraska,Hamilton,"Hamilton County, Nebraska",31081,NE
Nebraska,Harlan,"Harlan County, Nebraska",31083,NE
Nebraska,Hayes,"Hayes County, Nebraska",31085,NE
Nebraska,Hitchcock,"Hitchcock County, Nebraska",31087,NE
Nebraska,Holt,"Holt County, Nebraska",31089,NE
Nebraska,Howard,"Howard County, Nebraska",31093,NE
Nebraska,Jefferson,"Jefferson County, Nebraska",31095,NE
Nebraska,Johnson,"Johnson County, Nebraska",31097,NE
Nebraska,Kearney,"Kearney County, Nebraska",31099,NE
Nebraska,Keith,"Keith County, Nebraska",31101,NE
Nebraska,Keya Paha,"Keya Paha County, Nebraska",31103,NE
Nebraska,Knox,"Knox County, Nebraska",31107,NE
Nebraska,Lancaster,"Lancaster County, Nebraska",31109,NE
Nebraska,Lincoln,"Lincoln County, Nebraska",31111,NE
Nebraska,Logan,"Logan County, Nebraska",31113,NE
Nebraska,Madison,"Madison County, Nebraska",31119,NE
Nebraska,Merrick,"Merrick County, Nebraska",31121,NE
Nebraska,Morrill,"Morrill County, Nebraska",31123,NE
Nebraska,Nemaha,"Nemaha County, Nebraska",31127,NE
Nebraska,Nuckolls,"Nuckolls County, Nebraska",31129,NE
Nebraska,Otoe,"Otoe County, Nebraska",31131,NE
Nebraska,Pawnee,"Pawnee County, Nebraska",31133,NE
Nebraska,Perkins,"Perkins County, Nebraska",31135,NE
Nebraska,Phelps,"Phelps County, Nebraska",31137,NE
Nebraska,Pierce,"Pierce County, Nebraska",31139,NE
Nebraska,Platte,"Platte County, Nebraska",31141,NE
Nebraska,Richardson,"Richardson County, Nebraska",31147,NE
Nebraska,Saline,"Saline County, Nebraska",31151,NE
Nebraska,Saunders,"Saunders County, Nebraska",31155,NE
Nebraska,Scotts Bluff,"Scotts Bluff County, Nebraska",31157,NE
Nebraska,Seward,"Seward County, Nebraska",31159,NE
Nebraska,Sheridan,"Sheridan County, Nebraska",31161,NE
Nebraska,Sherman,"Sherman County, Nebraska",31163,NE
Nebraska,Stanton,"Stanton County, Nebraska",31167,NE
Nebraska,Thayer,"Thayer County, Nebraska",31169,NE
Nebraska,Washington,"Washington County, Nebraska",31177,NE
Nebraska,Wayne,"Wayne County, Nebraska",31179,NE
Nebraska,Webster,"Webster County, Nebraska",31181,NE
Nebraska,York,"York County, Nebraska",31185,NE
New Jersey,Burlington,"Burlington County, New Jersey",34005,NJ
New Jersey,Hunterdon,"Hunterdon County, New Jersey",34019,NJ
New Jersey,Salem,"Salem County, New Jersey",34033,NJ
New Jersey,Warren,"Warren County, New Jersey",34041,NJ
New York,Cayuga,"Cayuga County, New York",36011,NY
New York,Jefferson,"Jefferson County, New York",36045,NY
New York,Oneida,"Oneida County, New York",36065,NY
New York,Onondaga,"Onondaga County, New York",36067,NY
New York,Steuben,"Steuben County, New York",36101,NY
New York,Wayne,"Wayne County, New York",36117,NY
North Carolina,Alamance,"Alamance County, North Carolina",37001,NC
North Carolina,Beaufort,"Beaufort County, North Carolina",37013,NC
North Carolina,Bertie,"Bertie County, North Carolina",37015,NC
North Carolina,Bladen,"Bladen County, North Carolina",37017,NC
North Carolina,Brunswick,"Brunswick County, North Carolina",37019,NC
North Carolina,Burke,"Burke County, North Carolina",37023,NC
North Carolina,Cabarrus,"Cabarrus County, North Carolina",37025,NC
North Carolina,Camden,"Camden County, North Carolina",37029,NC
North Carolina,Catawba,"Catawba County, North Carolina",37035,NC
North Carolina,Craven,"Craven County, North Carolina",37049,NC
North Carolina,Currituck,"Currituck County, North Carolina",37053,NC
North Carolina,Davidson,"Davidson County, North Carolina",37057,NC
North Carolina,Davie,"Davie County, North Carolina",37059,NC
North Carolina,Edgecombe,"Edgecombe County, North Carolina",37065,NC
North Carolina,Franklin,"Franklin County, North Carolina",37069,NC
North Carolina,Gates,"Gates County, North Carolina",37073,NC
North Carolina,Granville,"Granville County, North Carolina",37077,NC
North Carolina,Greene,"Greene County, North Carolina",37079,NC
North Carolina,Guilford,"Guilford County, North Carolina",37081,NC
North Carolina,Halifax,"Halifax County, North Carolina",37083,NC
North Carolina,Harnett,"Harnett County, North Carolina",37085,NC
North Carolina,Johnston,"Johnston County, North Carolina",37101,NC
North Carolina,Lenoir,"Lenoir County, North Carolina",37107,NC
North Carolina,Lincoln,"Lincoln County, North Carolina",37109,NC
North Carolina,Martin,"Martin County, North Carolina",37117,NC
North Carolina,Nash,"Nash County, North Carolina",37127,NC
North Carolina,Northampton,"Northampton County, North Carolina",37131,NC
North Carolina,Onslow,"Onslow County, North Carolina",37133,NC
North Carolina,Orange,"Orange County, North Carolina",37135,NC
North Carolina,Pamlico,"Pamlico County, North Carolina",37137,NC
North Carolina,Pasquotank,"Pasquotank County, North Carolina",37139,NC
North Carolina,Perquimans,"Perquimans County, North Carolina",37143,NC
North Carolina,Person,"Person County, North Carolina",37145,NC
North Carolina,Pitt,"Pitt County, North Carolina",37147,NC
North Carolina,Randolph,"Randolph County, North Carolina",37151,NC
North Carolina,Robeson,"Robeson County, North Carolina",37155,NC
North Carolina,Rockingham,"Rockingham County, North Carolina",37157,NC
North Carolina,Rowan,"Rowan County, North Carolina",37159,NC
North Carolina,Sampson,"Sampson County, North Carolina",37163,NC
North Carolina,Stanly,"Stanly County, North Carolina",37167,NC
North Carolina,Surry,"Surry County, North Carolina",37171,NC
North Carolina,Union,"Union County, North Carolina",37179,NC
North Carolina,Vance,"Vance County, North Carolina",37181,NC
North Carolina,Wake,"Wake County, North Carolina",37183,NC
North Carolina,Warren,"Warren County, North Carolina",37185,NC
North Carolina,Washington,"Washington County, North Carolina",37187,NC
North Carolina,Wayne,"Wayne County, North Carolina",37191,NC
North Carolina,Wilson,"Wilson County, North Carolina",37195,NC
North Carolina,Yadkin,"Yadkin County, North Carolina",37197,NC
North Dakota,Barnes,"Barnes County, North Dakota",38003,ND
North Dakota,Cass,"Cass County, North Dakota",38017,ND
North Dakota,Dickey,"Dickey County, North Dakota",38021,ND
North Dakota,Grand Forks,"Grand Forks County, North Dakota",38035,ND
North Dakota,Griggs,"Griggs County, North Dakota",38039,ND
North Dakota,La Moure,"La Moure County, North Dakota",38045,ND
North Dakota,Nelson,"Nelson County, North Dakota",38063,ND
North Dakota,Pembina,"Pembina County, North Dakota",38067,ND
North Dakota,Richland,"Richland County, North Dakota",38077,ND
North Dakota,Sargent,"Sargent County, North Dakota",38081,ND
North Dakota,Steele,"Steele County, North Dakota",38091,ND
North Dakota,Stutsman,"Stutsman County, North Dakota",38093,ND
North Dakota,Traill,"Traill County, North Dakota",38097,ND
Ohio,Adams,"Adams County, Ohio",39001,OH
Ohio,Allen,"Allen County, Ohio",39003,OH
Ohio,Ashtabula,"Ashtabula County, Ohio",39007,OH
Ohio,Athens,"Athens County, Ohio",39009,OH
Ohio,Auglaize,"Auglaize County, Ohio",39011,OH
Ohio,Brown,"Brown County, Ohio",39015,OH
Ohio,Champaign,"Champaign County, Ohio",39021,OH
Ohio,Clark,"Clark County, Ohio",39023,OH
Ohio,Clermont,"Clermont County, Ohio",39025,OH
Ohio,Clinton,"Clinton County, Ohio",39027,OH
Ohio,Columbiana,"Columbiana County, Ohio",39029,OH
Ohio,Coshocton,"Coshocton County, Ohio",39031,OH
Ohio,Crawford,"Crawford County, Ohio",39033,OH
Ohio,Darke,"Darke County, Ohio",39037,OH
Ohio,Defiance,"Defiance County, Ohio",39039,OH
Ohio,Delaware,"Delaware County, Ohio",39041,OH
Ohio,Fairfield,"Fairfield County, Ohio",39045,OH
Ohio,Fulton,"Fulton County, Ohio",39051,OH
Ohio,Greene,"Greene County, Ohio",39057,OH
Ohio,Hancock,"Hancock County, Ohio",39063,OH
Ohio,Hardin,"Hardin County, Ohio",39065,OH
Ohio,Henry,"Henry County, Ohio",39069,OH
Ohio,Highland,"Highland County, Ohio",39071,OH
Ohio,Holmes,"Holmes County, Ohio",39075,OH
Ohio,Huron,"Huron County, Ohio",39077,OH
Ohio,Knox,"Knox County, Ohio",39083,OH
Ohio,Licking,"Licking County, Ohio",39089,OH
Ohio,Logan,"Logan County, Ohio",39091,OH
Ohio,Lorain,"Lorain County, Ohio",39093,OH
Ohio,Lucas,"Lucas County, Ohio",39095,OH
Ohio,Madison,"Madison County, Ohio",39097,OH
Ohio,Mahoning,"Mahoning County, Ohio",39099,OH
Ohio,Marion,"Marion County, Ohio",39101,OH
Ohio,Medina,"Medina County, Ohio",39103,OH
Ohio,Mercer,"Mercer County, Ohio",39107,OH
Ohio,Miami,"Miami County, Ohio",39109,OH
Ohio,Montgomery,"Montgomery County, Ohio",39113,OH
Ohio,Morgan,"Morgan County, Ohio",39115,OH
Ohio,Muskingum,"Muskingum County, Ohio",39119,OH
Ohio,Ottawa,"Ottawa County, Ohio",39123,OH
Ohio,Paulding,"Paulding County, Ohio",39125,OH
Ohio,Pickaway,"Pickaway County, Ohio",39129,OH
Ohio,Portage,"Portage County, Ohio",39133,OH
Ohio,Preble,"Preble County, Ohio",39135,OH
Ohio,Putnam,"Putnam County, Ohio",39137,OH
Ohio,Ross,"Ross County, Ohio",39141,OH
Ohio,Sandusky,"Sandusky County, Ohio",39143,OH
Ohio,Seneca,"Seneca County, Ohio",39147,OH
Ohio,Shelby,"Shelby County, Ohio",39149,OH
Ohio,Stark,"Stark County, Ohio",39151,OH
Ohio,Trumbull,"Trumbull County, Ohio",39155,OH
Ohio,Tuscarawas,"Tuscarawas County, Ohio",39157,OH
Ohio,Union,"Union County, Ohio",39159,OH
Ohio,Van Wert,"Van Wert County, Ohio",39161,OH
Ohio,Warren,"Warren County, Ohio",39165,OH
Ohio,Washington,"Washington County, Ohio",39167,OH
Ohio,Wayne,"Wayne County, Ohio",39169,OH
Ohio,Williams,"Williams County, Ohio",39171,OH
Ohio,Wood,"Wood County, Ohio",39173,OH
Ohio,Wyandot,"Wyandot County, Ohio",39175,OH
Oklahoma,Blaine,"Blaine County, Oklahoma",40011,OK
Oklahoma,Cotton,"Cotton County, Oklahoma",40033,OK
Oklahoma,Craig,"Craig County, Oklahoma",40035,OK
Oklahoma,Custer,"Custer County, Oklahoma",40039,OK
Oklahoma,Dewey,"Dewey County, Oklahoma",40043,OK
Oklahoma,Grady,"Grady County, Oklahoma",40051,OK
Oklahoma,Grant,"Grant County, Oklahoma",40053,OK
Oklahoma,Kay,"Kay County, Oklahoma",40071,OK
Oklahoma,Kingfisher,"Kingfisher County, Oklahoma",40073,OK
Oklahoma,Kiowa,"Kiowa County, Oklahoma",40075,OK
Oklahoma,Logan,"Logan County, Oklahoma",40083,OK
Oklahoma,Muskogee,"Muskogee County, Oklahoma",40101,OK
Oklahoma,Noble,"Noble County, Oklahoma",40103,OK
Oklahoma,Sequoyah,"Sequoyah County, Oklahoma",40135,OK
Oklahoma,Washington,"Washington County, Oklahoma",40147,OK
Oklahoma,Woods,"Woods County, Oklahoma",40151,OK
Oregon,Gilliam,"Gilliam County, Oregon",41021,OR
Oregon,Morrow,"Morrow County, Oregon",41049,OR
Oregon,Sherman,"Sherman County, Oregon",41055,OR
Oregon,Umatilla,"Umatilla County, Oregon",41059,OR
Oregon,Wasco,"Wasco County, Oregon",41065,OR
Pennsylvania,Adams,"Adams County, Pennsylvania",42001,PA
Pennsylvania,Armstrong,"Armstrong County, Pennsylvania",42005,PA
Pennsylvania,Berks,"Berks County, Pennsylvania",42011,PA
Pennsylvania,Blair,"Blair County, Pennsylvania",42013,PA
Pennsylvania,Centre,"Centre County, Pennsylvania",42027,PA
Pennsylvania,Chester,"Chester County, Pennsylvania",42029,PA
Pennsylvania,Cumberland,"Cumberland County, Pennsylvania",42041,PA
Pennsylvania,Franklin,"Franklin County, Pennsylvania",42055,PA
Pennsylvania,Huntingdon,"Huntingdon County, Pennsylvania",42061,PA
Pennsylvania,Juniata,"Juniata County, Pennsylvania",42067,PA
Pennsylvania,Lancaster,"Lancaster County, Pennsylvania",42071,PA
Pennsylvania,Lebanon,"Lebanon County, Pennsylvania",42075,PA
Pennsylvania,Lehigh,"Lehigh County, Pennsylvania",42077,PA
Pennsylvania,Mercer,"Mercer County, Pennsylvania",42085,PA
Pennsylvania,Mifflin,"Mifflin County, Pennsylvania",42087,PA
Pennsylvania,Perry,"Perry County, Pennsylvania",42099,PA
Pennsylvania,Schuylkill,"Schuylkill County, Pennsylvania",42107,PA
Pennsylvania,Union,"Union County, Pennsylvania",42119,PA
Pennsylvania,York,"York County, Pennsylvania",42133,PA
South Carolina,Allendale,"Allendale County, South Carolina",45005,SC
South Carolina,Bamberg,"Bamberg County, South Carolina",45009,SC
South Carolina,Clarendon,"Clarendon County, South Carolina",45027,SC
South Carolina,Colleton,"Colleton County, South Carolina",45029,SC
South Carolina,Darlington,"Darlington County, South Carolina",45031,SC
South Carolina,Dillon,"Dillon County, South Carolina",45033,SC
South Carolina,Dorchester,"Dorchester County, South Carolina",45035,SC
South Carolina,Florence,"Florence County, South Carolina",45041,SC
South Carolina,Hampton,"Hampton County, South Carolina",45049,SC
South Carolina,Horry,"Horry County, South Carolina",45051,SC
South Carolina,Lee,"Lee County, South Carolina",45061,SC
South Carolina,Orangeburg,"Orangeburg County, South Carolina",45075,SC
South Carolina,Sumter,"Sumter County, South Carolina",45085,SC
South Carolina,Williamsburg,"Williamsburg County, South Carolina",45089,SC
South Dakota,Brown,"Brown County, South Dakota",46013,SD
South Dakota,Brule,"Brule County, South Dakota",46015,SD
South Dakota,Charles Mix,"Charles Mix County, South Dakota",46023,SD
South Dakota,Clay,"Clay County, South Dakota",46027,SD
South Dakota,Grant,"Grant County, South Dakota",46051,SD
South Dakota,Hand,"Hand County, South Dakota",46059,SD
South Dakota,Lake,"Lake County, South Dakota",46079,SD
South Dakota,Lincoln,"Lincoln County, South Dakota",46083,SD
South Dakota,Lyman,"Lyman County, South Dakota",46085,SD
South Dakota,Mccook,"Mccook County, South Dakota",46087,SD
South Dakota,Minnehaha,"Minnehaha County, South Dakota",46099,SD
South Dakota,Spink,"Spink County, South Dakota",46115,SD
South Dakota,Tripp,"Tripp County, South Dakota",46123,SD
South Dakota,Turner,"Turner County, South Dakota",46125,SD
South Dakota,Union,"Union County, South Dakota",46127,SD
South Dakota,Yankton,"Yankton County, South Dakota",46135,SD
Tennessee,Bedford,"Bedford County, Tennessee",47003,TN
Tennessee,Blount,"Blount County, Tennessee",47009,TN
Tennessee,Cannon,"Cannon County, Tennessee",47015,TN
Tennessee,Carroll,"Carroll County, Tennessee",47017,TN
Tennessee,Coffee,"Coffee County, Tennessee",47031,TN
Tennessee,Crockett,"Crockett County, Tennessee",47033,TN
Tennessee,Fayette,"Fayette County, Tennessee",47047,TN
Tennessee,Franklin,"Franklin County, Tennessee",47051,TN
Tennessee,Gibson,"Gibson County, Tennessee",47053,TN
Tennessee,Giles,"Giles County, Tennessee",47055,TN
Tennessee,Haywood,"Haywood County, Tennessee",47075,TN
Tennessee,Henry,"Henry County, Tennessee",47079,TN
Tennessee,Lauderdale,"Lauderdale County, Tennessee",47097,TN
Tennessee,Lawrence,"Lawrence County, Tennessee",47099,TN
Tennessee,Macon,"Macon County, Tennessee",47111,TN
Tennessee,Marion,"Marion County, Tennessee",47115,TN
Tennessee,Monroe,"Monroe County, Tennessee",47123,TN
Tennessee,Obion,"Obion County, Tennessee",47131,TN
Tennessee,Robertson,"Robertson County, Tennessee",47147,TN
Tennessee,Rutherford,"Rutherford County, Tennessee",47149,TN
Tennessee,Sumner,"Sumner County, Tennessee",47165,TN
Tennessee,Tipton,"Tipton County, Tennessee",47167,TN
Tennessee,Weakley,"Weakley County, Tennessee",47183,TN
Texas,Archer,"Archer County, Texas",48009,TX
Texas,Armstrong,"Armstrong County, Texas",48011,TX
Texas,Bell,"Bell County, Texas",48027,TX
Texas,Bexar,"Bexar County, Texas",48029,TX
Texas,Calhoun,"Calhoun County, Texas",48057,TX
Texas,Callahan,"Callahan County, Texas",48059,TX
Texas,Carson,"Carson County, Texas",48065,TX
Texas,Clay,"Clay County, Texas",48077,TX
Texas,Coleman,"Coleman County, Texas",48083,TX
Texas,Colorado,"Colorado County, Texas",48089,TX
Texas,Concho,"Concho County, Texas",48095,TX
Texas,Cooke,"Cooke County, Texas",48097,TX
Texas,Coryell,"Coryell County, Texas",48099,TX
Texas,Dallam,"Dallam County, Texas",48111,TX
Texas,Deaf Smith,"Deaf Smith County, Texas",48117,TX
Texas,Denton,"Denton County, Texas",48121,TX
Texas,Ellis,"Ellis County, Texas",48139,TX
Texas,Fannin,"Fannin County, Texas",48147,TX
Texas,Fayette,"Fayette County, Texas",48149,TX
Texas,Grayson,"Grayson County, Texas",48181,TX
Texas,Hardeman,"Hardeman County, Texas",48197,TX
Texas,Hill,"Hill County, Texas",48217,TX
Texas,Jackson,"Jackson County, Texas",48239,TX
Texas,Johnson,"Johnson County, Texas",48251,TX
Texas,Jones,"Jones County, Texas",48253,TX
Texas,Knox,"Knox County, Texas",48275,TX
Texas,Lamar,"Lamar County, Texas",48277,TX
Texas,Matagorda,"Matagorda County, Texas",48321,TX
Texas,Mcculloch,"Mcculloch County, Texas",48307,TX
Texas,Mclennan,"Mclennan County, Texas",48309,TX
Texas,Medina,"Medina County, Texas",48325,TX
Texas,Milam,"Milam County, Texas",48331,TX
Texas,Moore,"Moore County, Texas",48341,TX
Texas,Navarro,"Navarro County, Texas",48349,TX
Texas,Ochiltree,"Ochiltree County, Texas",48357,TX
Texas,Randall,"Randall County, Texas",48381,TX
Texas,Runnels,"Runnels County, Texas",48399,TX
Texas,Sherman,"Sherman County, Texas",48421,TX
Texas,Taylor,"Taylor County, Texas",48441,TX
Texas,Tom Green,"Tom Green County, Texas",48451,TX
Texas,Victoria,"Victoria County, Texas",48469,TX
Texas,Wharton,"Wharton County, Texas",48481,TX
Texas,Wichita,"Wichita County, Texas",48485,TX
Texas,Williamson,"Williamson County, Texas",48491,TX
Texas,Young,"Young County, Texas",48503,TX
Virginia,Accomack,"Accomack County, Virginia",51001,VA
Virginia,Amelia,"Amelia County, Virginia",51007,VA
Virginia,Caroline,"Caroline County, Virginia",51033,VA
Virginia,Chesapeake City,"Chesapeake City County, Virginia",51550,VA
Virginia,Culpeper,"Culpeper County, Virginia",51047,VA
Virginia,Essex,"Essex County, Virginia",51057,VA
Virginia,Fauquier,"Fauquier County, Virginia",51061,VA
Virginia,Franklin,"Franklin County, Virginia",51067,VA
Virginia,King And Queen,"King And Queen County, Virginia",51097,VA
Virginia,Madison,"Madison County, Virginia",51113,VA
Virginia,Middlesex,"Middlesex County, Virginia",51119,VA
Virginia,Northampton,"Northampton County, Virginia",51131,VA
Virginia,Northumberland,"Northumberland County, Virginia",51133,VA
Virginia,Orange,"Orange County, Virginia",51137,VA
Virginia,Pittsylvania,"Pittsylvania County, Virginia",51143,VA
Virginia,Rockingham,"Rockingham County, Virginia",51165,VA
Virginia,Shenandoah,"Shenandoah County, Virginia",51171,VA
Virginia,Spotsylvania,"Spotsylvania County, Virginia",51177,VA
Virginia,Suffolk City,"Suffolk City County, Virginia",51800,VA
Virginia,Surry,"Surry County, Virginia",51181,VA
Virginia,Westmoreland,"Westmoreland County, Virginia",51193,VA
Washington,Adams,"Adams County, Washington",53001,WA
Washington,Columbia,"Columbia County, Washington",53013,WA
Washington,Douglas,"Douglas County, Washington",53017,WA
Washington,Walla Walla,"Walla Walla County, Washington",53071,WA
Washington,Whitman,"Whitman County, Washington",53075,WA
Wisconsin,Barron,"Barron County, Wisconsin",55005,WI
Wisconsin,Buffalo,"Buffalo County, Wisconsin",55011,WI
Wisconsin,Burnett,"Burnett County, Wisconsin",55013,WI
Wisconsin,Calumet,"Calumet County, Wisconsin",55015,WI
Wisconsin,Chippewa,"Chippewa County, Wisconsin",55017,WI
Wisconsin,Columbia,"Columbia County, Wisconsin",55021,WI
Wisconsin,Crawford,"Crawford County, Wisconsin",55023,WI
Wisconsin,Dane,"Dane County, Wisconsin",55025,WI
Wisconsin,Dodge,"Dodge County, Wisconsin",55027,WI
Wisconsin,Dunn,"Dunn County, Wisconsin",55033,WI
Wisconsin,Eau Claire,"Eau Claire County, Wisconsin",55035,WI
Wisconsin,Fond Du Lac,"Fond Du Lac County, Wisconsin",55039,WI
Wisconsin,Grant,"Grant County, Wisconsin",55043,WI
Wisconsin,Green Lake,"Green Lake County, Wisconsin",55047,WI
Wisconsin,Iowa,"Iowa County, Wisconsin",55049,WI
Wisconsin,Jackson,"Jackson County, Wisconsin",55053,WI
Wisconsin,Jefferson,"Jefferson County, Wisconsin",55055,WI
Wisconsin,Juneau,"Juneau County, Wisconsin",55057,WI
Wisconsin,Kewaunee,"Kewaunee County, Wisconsin",55061,WI
Wisconsin,La Crosse,"La Crosse County, Wisconsin",55063,WI
Wisconsin,Lafayette,"Lafayette County, Wisconsin",55065,WI
Wisconsin,Manitowoc,"Manitowoc County, Wisconsin",55071,WI
Wisconsin,Marathon,"Marathon County, Wisconsin",55073,WI
Wisconsin,Monroe,"Monroe County, Wisconsin",55081,WI
Wisconsin,Oconto,"Oconto County, Wisconsin",55083,WI
Wisconsin,Outagamie,"Outagamie County, Wisconsin",55087,WI
Wisconsin,Pepin,"Pepin County, Wisconsin",55091,WI
Wisconsin,Pierce,"Pierce County, Wisconsin",55093,WI
Wisconsin,Polk,"Polk County, Wisconsin",55095,WI
Wisconsin,Portage,"Portage County, Wisconsin",55097,WI
Wisconsin,Racine,"Racine County, Wisconsin",55101,WI
Wisconsin,Richland,"Richland County, Wisconsin",55103,WI
Wisconsin,Rock,"Rock County, Wisconsin",55105,WI
Wisconsin,Sauk,"Sauk County, Wisconsin",55111,WI
Wisconsin,Shawano,"Shawano County, Wisconsin",55115,WI
Wisconsin,Sheboygan,"Sheboygan County, Wisconsin",55117,WI
Wisconsin,St Croix,"St Croix County, Wisconsin",55109,WI
Wisconsin,Trempealeau,"Trempealeau County, Wisconsin",55121,WI
Wisconsin,Vernon,"Vernon County, Wisconsin",55123,WI
Wisconsin,Walworth,"Walworth County, Wisconsin",55127,WI
Wisconsin,Washburn,"Washburn County, Wisconsin",55129,WI
Wisconsin,Washington,"Washington County, Wisconsin",55131,WI
Wisconsin,Waukesha,"Waukesha County, Wisconsin",55133,WI
Wisconsin,Waupaca,"Waupaca County, Wisconsin",55135,WI
Wisconsin,Waushara,"Waushara County, Wisconsin",55137,WI
Wisconsin,Winnebago,"Winnebago County, Wisconsin",55139,WI
Wisconsin,Wood,"Wood County, Wisconsin",55141,WI
